OBJECTID,SiteID,Location,Year,Count,Historical_annual_data,NO2 2024,Annual mean NO2 concentration μg m3,Survey,Current_,x,y
1245,261,Stapleton Road Heath Street,2016,12,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32, 2024: 33",,53.1,Roadside Stage 4 (DT),Yes,-285135.992821959,6705418.74590538
1246,2,Colston Avenue,2016,11,"2010: 79.4, 2011: 78.8, 2012: 66.8, 2013: 68.7, 2014: 67.7, 2015: 69.2, 2016: 66.1, 2017: 63.1, 2018: 58.2, 2019: 53.7, 2020: 36.9, 2021: 40.1, 2022: 40.3, 2023: 39, 2024: 38.4",,66.1,Roadside (DT),Yes,-289075.818144399,6702097.12495681
1247,5,Bedminster Parade,2016,12,"2010: 66.6, 2011: 57.2, 2012: 54.6, 2013: 58.7, 2014: 47.6, 2015: 50.9, 2016: 51.3, 2017: 45.8, 2018: 45.8, 2019: 39.9, 2020: 31.6, 2021: 41, 2022: 37.9, 2023: 33.5, 2024: 34.9",,51.3,Roadside (DT),Yes,-288906.606435902,6699999.33324423
1248,20,Newfoundland Way,2016,10,"2010: 79, 2011: 73.2, 2012: 74.7, 2013: 64.3, 2014: 65.3, 2015: 58.7, 2016: 55.5, 2017: 61.2, 2018: 50.1, 2019: 42.4",,55.5,Roadside (DT),No,-287579.43244068,6703103.57954815
1249,23,Old Market,2016,12,"2010: 56.3, 2011: 52.3, 2012: 47.9, 2013: 50.6, 2014: 44.2, 2015: 45.3, 2016: 47.2, 2017: 46.7",,47.2,Roadside (DT),No,-287592.734480822,6702358.09069367
1250,155,Jacobs Wells Road South,2016,9,"2010: 47.4, 2011: 52.4, 2012: 46.9, 2013: 48.5, 2014: 38.8, 2015: 39.9, 2016: 43.1, 2017: 37.9, 2018: 40.1, 2019: 31.1, 2020: 22.9, 2021: 25.5, 2022: 24.2, 2023: 17.5, 2024: 15.2",,43.1,harbourside (DT),Yes,-290337.435875919,6701608.05267219
1251,303,Facade   784 Muller Road Fishponds,2016,11,"2010: 55.4, 2011: 52.1, 2012: 48.5, 2013: 48.2, 2014: 43.5, 2015: 46.1, 2016: 46.2, 2017: 44, 2018: 43.8, 2019: 36.5, 2020: 29.2, 2021: 31.8, 2022: 31.2, 2023: 24.1, 2024: 23.3",,46.2,Post Stage Four,Yes,-284712.640975304,6705600.36391359
1252,314,Lamppost     Whiteladies Road \ Cotham Hill Clifton,2016,10,"2010: 51.1, 2011: 44.1, 2012: 40.4, 2013: 44.4, 2014: 43, 2015: 43.9, 2016: 41.5, 2017: 38.3, 2018: 37.7, 2019: 31.3",,41.5,Post Stage Four,No,-290494.80521666,6703775.41034363
1253,325,Facade   258 Fishponds Road Fishponds,2016,11,"2010: 51.8, 2011: 53, 2012: 49.8, 2013: 45.8, 2014: 49.7, 2015: 50.8, 2016: 50.5, 2017: 49.2, 2018: 48.1, 2019: 39.4, 2020: 34.1, 2021: 37.3, 2022: 32.6, 2023: 29.4, 2024: 27.6",,50.5,Post Stage Four,Yes,-284232.620635064,6705496.34843142
1254,365,Unite façade,2016,10,"2010: 45.4, 2011: 40.3, 2012: 37.4, 2013: 37.7, 2014: 35.5, 2015: 36.5, 2016: 37.9, 2017: 37.6",,37.9,BROADMEAD,No,-287650.058854113,6702515.05678852
1255,374,St. Paul Street,2016,11,"2010: 56.2, 2011: 56.2, 2012: 46.8, 2013: 50.7, 2014: 51.8, 2015: 47.1, 2016: 47.2, 2017: 45.2, 2018: 47.8, 2019: 39.9, 2020: 29.9, 2021: 35, 2022: 33.7, 2023: 27.1, 2024: 25.1",,47.2,BROADMEAD,Yes,-287671.912995715,6703046.61290049
1256,396,Avonmouth Rd No 28 on facia,2016,12,"2010: 40.4, 2011: 36.3, 2012: 34.7, 2013: 31.9, 2014: 30.7, 2015: 32, 2016: 32.8, 2017: 32.7",,32.8,Post DA Facades,No,-298813.605486695,6709503.67765245
1257,370,Great George Street lamppost,2016,12,"2010: 49.2, 2011: 43.7, 2012: 39.5, 2013: 39.4, 2014: 36.9, 2015: 37.7, 2016: 38.4, 2017: 37.5, 2018: 36.6, 2019: 30.1, 2021: 25, 2022: 31, 2023: 25.3, 2024: 21.2",,38.4,BROADMEAD,Yes,-287244.687317758,6702918.28830893
1258,371,Lamb Street façade,2016,12,"2010: 57.9, 2011: 47.5, 2012: 47.5, 2013: 46.9, 2014: 42.8, 2015: 44.8, 2016: 42.7, 2017: 44.7, 2018: 42.2, 2019: 34.1, 2020: 25.8, 2021: 29.4, 2022: 29, 2023: 25.5",,42.7,BROADMEAD,No,-287182.028571119,6702693.88408449
1259,418,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,2016,12,"2010: 92.9, 2011: 90.5, 2012: 81.8, 2013: 74, 2014: 67.7, 2015: 63.7, 2016: 69.3, 2017: 58.4, 2018: 55.7, 2019: 51.1, 2020: 40.2, 2021: 45.9, 2022: 44.1, 2023: 32.8, 2024: 31.7",,69.3,Post DA Facades,Yes,-290471.62510202,6698281.14621008
1260,419,Parson St lamppost outside Bristol Scuba,2016,12,"2010: 63.2, 2011: 54.7, 2012: 54.1, 2013: 53.6, 2014: 56.6, 2015: 53.6, 2016: 55.8, 2017: 51.3, 2018: 45, 2019: 39, 2020: 31.4, 2021: 34.3, 2022: 33.6, 2023: 29.4, 2024: 28.5",,55.8,Post DA Facades,Yes,-290320.090688617,6698353.05372706
1261,464,Fishponds Road,2016,34,"2010: 42.2, 2011: 39.2, 2012: 38, 2013: 35.7, 2014: 36, 2015: 34.9, 2016: 36.9, 2017: 36.8, 2018: 34.4, 2019: 29.7, 2020: 24.2, 2021: 23.7, 2022: 24, 2023: 20.8, 2024: 20.8",,36.9,QAQC,Yes,-282218.963762018,6706297.20472537
1262,363,5102 façade,2016,11,"2010: 44.9, 2011: 47.4, 2012: 48, 2013: 44.3, 2014: 39.8, 2015: 39.2, 2016: 39.6, 2017: 38.5, 2018: 37.2, 2019: 34, 2020: 23.5, 2021: 26.8, 2022: 28, 2023: 23.8, 2024: 23.9",,39.6,BROADMEAD,Yes,-288367.49785816,6703069.93538865
1263,125,York Road,2016,12,"2010: 72.8, 2011: 66.5, 2012: 63, 2013: 59.6, 2014: 53.3, 2015: 52.9, 2016: 52.9, 2017: 56, 2018: 50.3, 2019: 45.2, 2020: 35.6, 2021: 35.8, 2022: 33.6, 2023: 24.3, 2024: 19.7",,52.9,redcliffe way templegate (DT),Yes,-288122.962480237,6700347.74496852
1264,157,Stokes Croft  Ashley Road,2016,9,"2010: 64.9, 2011: 61.8, 2012: 55.9, 2013: 56, 2014: 51.4, 2015: 53.3, 2016: 52.8, 2017: 48.6, 2018: 45.4, 2019: 43.1, 2020: 35.7, 2021: 40.3, 2022: 35, 2023: 35.2, 2024: 33.7",,52.8,gloucester road showcase route (DT),Yes,-288303.158453479,6703836.78908709
1265,260,Stapleton Road South,2016,12,"2010: 52.9, 2011: 52.8, 2012: 45.8, 2013: 46.5, 2014: 46.3, 2015: 45.6, 2016: 45.4, 2017: 42.6, 2018: 43.1, 2019: 36.2, 2020: 29.5, 2021: 33.2, 2022: 31.6, 2023: 26.5, 2024: 26",,45.4,Roadside Stage 4 (DT),Yes,-285080.464366343,6705912.52183786
1266,305,Lamppost     Sarah Street Redfield,2016,12,"2010: 43.8, 2011: 37.3, 2012: 36, 2013: 37.1, 2014: 34.2, 2015: 33.3, 2016: 35, 2017: 32.9",,35,Post Stage Four,No,-285823.421858351,6702704.55720837
1267,311,Give Way sign  Chesterfield Rd \ Ashley Down Road St. Andrews,2016,12,"2010: 49.2, 2011: 45.3, 2012: 46.7, 2013: 49.5, 2014: 43.3, 2015: 44, 2016: 46.2, 2017: 46.4",,46.2,Post Stage Four,No,-287421.363948839,6705397.63750124
1268,494,Muller Road - Adjacent to Darnley Avenue,2016,12,"2015: 37.5, 2016: 43.3, 2017: 39.5, 2018: 38.7, 2019: 32, 2020: 25.1, 2021: 25, 2022: 26.4, 2023: 22.5, 2024: 21.6",,43.3,Horfield Roadside,Yes,-287635.002115621,6708277.69693354
1269,491,Avonmouth Road Outside No 76,2016,12,"2014: 31.2, 2015: 33.8, 2016: 36.5, 2017: 34.4, 2018: 33.5, 2019: 27.3, 2020: 22",,36.5,Avonmouth Road,No,-298604.550071775,6709267.68975072
1270,487,Junction 3 Millpond Street,2016,12,"2013: 55.6, 2014: 47.4, 2015: 46.2, 2016: 45.7, 2017: 44.5, 2018: 41.9, 2019: 35.1, 2020: 27.7, 2021: 29.6, 2022: 36.8, 2023: 27.8, 2024: 24.1",,45.7,JCT3,Yes,-286505.090102087,6704231.89916475
1271,467,Strada Exeter Road,2016,12,"2010: 40.7, 2011: 33.4, 2012: 35.1, 2013: 34.8, 2014: 33, 2015: 31.6, 2016: 33.7, 2017: 30.7",,33.7,USA 2009,No,-290754.210004917,6699715.88601269
1272,455,St. Pauls Day Nursery,2016,36,"2010: 34.8, 2011: 30, 2012: 29.5, 2013: 30.1, 2014: 27.3, 2015: 26.5, 2016: 27.9, 2017: 26, 2018: 24.4, 2019: 20.8, 2020: 15.9, 2021: 16.4, 2022: 16.7, 2023: 14.3, 2024: 13.8",,27.9,QAQC,Yes,-287711.369865179,6703574.84926661
1273,426,City Rd/Ashley Rd lamppost No 16,2016,10,"2010: 40.7, 2011: 40, 2012: 39.5, 2013: 38, 2014: 34, 2015: 32.5, 2016: 34.2, 2017: 33.5",,34.2,Post DA Facades,No,-287666.22851714,6703943.12855516
1274,420,North St/Dean Lane on roundabout sign,2016,11,"2010: 43.8, 2011: 39.6, 2012: 38.1, 2013: 38.9, 2014: 37.2, 2015: 36.7, 2016: 38.6, 2017: 33.3, 2018: 37.1, 2019: 30.4, 2020: 23.2, 2021: 25.6, 2022: 28.8, 2023: 23.7, 2024: 22.3",,38.6,Post DA Facades,Yes,-289619.048853516,6699765.46194782
1275,373,123 Newfoundland Street façade,2016,12,"2010: 53, 2011: 47.9, 2012: 44.9, 2013: 45.2, 2014: 41.6, 2015: 38.3, 2016: 39.5, 2017: 38.5, 2018: 35.7, 2019: 31.2, 2020: 23.9, 2021: 27.9, 2022: 27.4, 2023: 22.3, 2024: 21.5",,39.5,BROADMEAD,Yes,-287292.865269621,6703337.20318085
1276,318,Monitor     Rupert Street City Centre,2016,10,"2010: 102.6, 2011: 95.2, 2012: 90.6, 2013: 88.8, 2014: 88.8, 2015: 91.2, 2016: 82.8",,82.8,QAQC,No,-289014.631401276,6702256.65047887
1277,312,Lamppost     Ashley Hill St. Pauls,2016,12,"2010: 46.8, 2011: 46.4, 2012: 43.7, 2013: 44.5, 2014: 36.7, 2015: 36.8, 2016: 41.6, 2017: 38.5, 2018: 38.5, 2019: 32.8, 2020: 26.2, 2021: 29.5, 2022: 29.8, 2023: 24.8, 2024: 23.5",,41.6,Post Stage Four,Yes,-287167.355516468,6704691.02392647
1278,300,Facade Haart Estate Agents 755 Fishponds Road Fishponds,2016,12,"2010: 47, 2011: 52.8, 2012: 49.9, 2013: 48.5, 2014: 42.4, 2015: 45.9, 2016: 48.1, 2017: 45.9, 2018: 41.1, 2019: 35.1, 2020: 28.9, 2021: 28.7, 2022: 27.5, 2023: 21.2, 2024: 26.4",,48.1,Post Stage Four,Yes,-281520.287175529,6706769.98297697
1279,175,top of Brislington Hill,2016,12,"2010: 57.9, 2011: 56.3, 2012: 54.7, 2013: 55.3, 2014: 51.7, 2015: 52.9, 2016: 56.5, 2017: 54, 2018: 54.9, 2019: 44.6, 2020: 36.4, 2021: 41.4, 2022: 38.7, 2023: 30.4, 2024: 30.3",,56.5,bath road showcase route (DT),Yes,-283408.629887594,6698149.144355
1280,161,Bishop Road,2016,12,"2010: 52.9, 2011: 47.4, 2012: 41.6, 2013: 41.8, 2014: 41.3, 2015: 43.7, 2016: 41.7, 2017: 38.8, 2018: 38, 2019: 31.7, 2020: 25.3, 2021: 27.4, 2022: 26, 2023: 25.6, 2024: 26.5",,41.7,gloucester road showcase route (DT),Yes,-288271.484099739,6706477.18610887
1281,154,Hotwells Road,2016,12,"2010: 54.7, 2011: 40.9, 2012: 40.3, 2013: 44.3, 2014: 38.5, 2015: 37.2, 2016: 39.6, 2017: 38.5, 2018: 36.2, 2019: 30, 2020: 22.1, 2021: 25.4, 2022: 26.1, 2023: 17.8, 2024: 17.5",,39.6,harbourside (DT),Yes,-290714.010739251,6701235.48836649
1282,472,Jamiesons Autos,2016,11,"2010: 52.4, 2011: 47.4, 2012: 46.5, 2013: 48.2, 2014: 45.2, 2015: 40, 2016: 45.3, 2017: 41.6, 2018: 37.3, 2019: 33.7, 2020: 26.2, 2021: 28.7, 2022: 29, 2023: 25.8, 2024: 25.7",,45.3,USA 2009,Yes,-289697.065688815,6699318.40485888
1283,470,Victoria Park Primary,2016,12,"2010: 43.3, 2011: 39.4, 2012: 39.6, 2013: 37.8, 2014: 35, 2015: 38.7, 2016: 39.4, 2017: 35.9, 2018: 37.9, 2019: 29.4, 2020: 25.1, 2021: 26.8, 2022: 28.3, 2023: 24.2, 2024: 21.7",,39.4,USA 2009,Yes,-288112.730275877,6698870.47455211
1284,19,Conham Vale,2016,12,"2010: 24.4, 2011: 21.5, 2012: 22, 2013: 27.2, 2014: 20.8, 2015: 19.7, 2016: 22.4, 2017: 21.3",,22.4,Roadside (DT),No,-282187.941736831,6700722.60876012
1285,13,Ferndown Close,2016,12,"2010: 31.1, 2011: 19.4, 2012: 18.1, 2013: 18.8, 2014: 16.3, 2015: 16.4, 2016: 18.5, 2017: 20.1",,18.5,Roadside (DT),No,-295764.424890332,6709235.86764723
1286,397,facade avonmouth road underpass - house to SE,2016,12,"2010: 38.4, 2011: 35.9, 2012: 34, 2013: 34.4, 2014: 28.5, 2015: 33, 2016: 33.8, 2017: 33.4",,33.8,Post DA Facades,No,-298837.117054549,6709445.57805865
1287,403,Lamp post 48 230 Bath Road,2016,12,"2010: 46.5, 2011: 43.9, 2012: 43.6, 2013: 46.6, 2014: 39.2, 2015: 41.5, 2016: 37.5, 2017: 35.7, 2018: 35.6, 2019: 28.1, 2020: 23.4, 2021: 25.5, 2022: 25.5, 2023: 20.2, 2024: 20.6",,37.5,Post DA Facades,Yes,-286047.399122808,6699977.1677698
1288,320,Monitor     Bath Road Brislington,2016,30,"2010: 34.3, 2011: 33.1, 2012: 31.5, 2013: 31.1, 2014: 30.9, 2015: 31.3, 2016: 31.1, 2017: 30.7, 2018: 27.9, 2019: 23.5, 2020: 19.3, 2021: 20.8, 2022: 20.6, 2023: 17.7, 2024: 17",,31.1,QAQC,Yes,-284969.788762769,6699810.45977789
1289,239,Parson St. A38 East,2016,12,"2010: 81.3, 2011: 82, 2012: 76.9, 2013: 78, 2014: 65.4, 2015: 69.2, 2016: 68.9, 2017: 66.8, 2018: 65.2, 2019: 54.4, 2020: 47.6, 2021: 51.4, 2022: 48.6, 2023: 40.5, 2024: 38.1",,68.9,Roadside Stage 4 (DT),Yes,-290240.840052813,6698064.71461172
1290,18,Hillcrest,2016,12,"2010: 26.5, 2011: 20.3, 2012: 21.3, 2013: 22.3, 2014: 18.1, 2015: 17.8, 2016: 20.2, 2017: 18.4",,20.2,Roadside (DT),No,-285734.537313679,6697418.60705167
1291,16,Third Way,2016,12,"2010: 35.1, 2011: 35.8, 2012: 36.4, 2013: 33.3, 2014: 34.6, 2015: 35.9, 2016: 35.7, 2017: 35.2, 2018: 32.6, 2019: 28.7, 2020: 23.2, 2021: 24.9, 2022: 25.8, 2023: 21.5, 2024: 21.5",,35.7,Roadside (DT),No,-299319.725243601,6711147.03571026
1292,15,Horsefair,2016,10,"2010: 54.7, 2011: 50.9, 2012: 49.5, 2013: 53.6, 2014: 48.6, 2015: 50.8, 2016: 51.2, 2017: 49.4, 2018: 47.5, 2019: 42.2, 2020: 28.2, 2021: 31.5, 2022: 31.3, 2023: 26.4, 2024: 25.9",,51.2,Roadside (DT),Yes,-288014.971267504,6702867.14929257
1293,17,Anglesea Place,2016,11,"2010: 40.3, 2011: 21, 2012: 21.3, 2013: 25, 2014: 21.2, 2015: 20, 2016: 21.9, 2017: 19.7",,21.9,Roadside (DT),No,-291267.721488841,6704602.80656711
1294,21,Gloucester Road,2016,12,"2010: 50.1, 2011: 44.5, 2012: 43.1, 2013: 52, 2014: 50.4, 2015: 51.6, 2016: 50.2, 2017: 49.3, 2018: 46.4, 2019: 38.3, 2020: 33.4, 2021: 34.9, 2022: 34, 2023: 30.9, 2024: 33",,50.2,Roadside (DT),Yes,-288453.491473036,6705789.48523368
1295,242,Parson Street Bedminster Down Road,2016,11,"2010: 80.3, 2011: 75.5, 2012: 73.9, 2013: 75.1, 2014: 56.2, 2015: 61.7, 2016: 68.4, 2017: 56, 2018: 51.1, 2019: 41, 2020: 32.2, 2021: 34.5, 2022: 36.6, 2023: 29.8, 2024: 28",,68.4,Roadside Stage 4 (DT),Yes,-290831.882346175,6697891.20245718
1296,12,Galleries,2016,12,"2010: 58.2, 2011: 55.2, 2012: 50.8, 2013: 56.7, 2014: 51.3, 2015: 52.5, 2016: 52.8, 2017: 56.6, 2018: 57.5, 2019: 51.8, 2020: 41.9, 2021: 46.5, 2022: 50.2, 2023: 60.2, 2024: 35.3",,52.8,Roadside (DT),Yes,-288254.965440197,6702425.05893974
1297,4,Three Lamps,2016,11,"2010: 62.3, 2011: 59.8, 2012: 58.4, 2013: 60.6, 2014: 55.8, 2015: 53.3, 2016: 55.2, 2017: 52.7, 2018: 53.5, 2019: 41, 2020: 36.8, 2021: 38.9, 2022: 38.4, 2023: 29.3, 2024: 30.7",,55.2,Roadside (DT),Yes,-287018.565739922,6700248.9656145
1298,8,Higham Street,2016,11,"2010: 29.8, 2011: 25.7, 2012: 25.6, 2013: 26.8, 2014: 22.6, 2015: 22.5, 2016: 26.3, 2017: 21.9",,26.3,Roadside (DT),No,-287126.547721504,6700333.22530665
1299,10,Bath Road,2016,12,"2010: 68.2, 2011: 62.3, 2012: 58.4, 2013: 61.5, 2014: 50.1, 2015: 49.3, 2016: 54.5, 2017: 51.6, 2018: 51.5, 2019: 42.2, 2020: 33.6, 2021: 36.8, 2022: 35.9, 2023: 30.7, 2024: 30.3",,54.5,Roadside (DT),Yes,-284908.842563162,6699589.32161916
1300,405,Whitehall Rd/Easton Rd lamppost 4TZ,2016,12,"2010: 57.8, 2011: 58, 2012: 53.1, 2013: 55, 2014: 51.1, 2015: 53.1, 2016: 42.6, 2017: 50.4, 2018: 56.2, 2019: 48.5, 2020: 38.7, 2021: 40.4, 2022: 38, 2023: 33.5, 2024: 33.6",,42.6,Post DA Facades,Yes,-285203.139777754,6703303.7524392
1301,462,Millpond School play area,2016,12,"2010: 35.8, 2011: 32.6, 2012: 31.7, 2013: 32.9, 2014: 29.2, 2015: 30.4, 2016: 30.8, 2017: 34.6",,30.8,Millpond School,No,-286278.220554745,6704320.44194323
1302,497,20 Ashley Road,2016,11,"2014: 49.3, 2015: 41.8, 2016: 43.2, 2017: 42.4, 2018: 38, 2019: 29.1, 2020: 24.6, 2021: 27.1, 2022: 24.7, 2023: 24.8, 2024: 22.5",,43.2,Post DA Facades,Yes,-288064.948651647,6703906.18922384
1303,496,385 Church Road Redfield,2016,12,"2014: 42, 2015: 39.3, 2016: 41.1, 2017: 41.1, 2018: 39.2, 2019: 33, 2020: 25, 2021: 25.9, 2022: 26.7, 2023: 22.9, 2024: 20.2",,41.1,Post Stage Four,Yes,-283206.866231794,6703121.26962694
1304,147,Anchor Road,2016,12,"2010: 65.6, 2011: 66.4, 2012: 60.6, 2013: 60.2, 2014: 57, 2015: 60.1, 2016: 56.9, 2017: 61.5, 2018: 56.6, 2019: 50.9, 2020: 39.4, 2021: 43.3, 2022: 45.5, 2023: 39.5, 2024: 36.3",,56.9,harbourside (DT),Yes,-289254.257300207,6701581.66334233
1305,156,Jacobs Wells road opp Clifton hill,2016,12,"2010: 56.1, 2011: 49.1, 2012: 45.8, 2013: 44.2, 2014: 38, 2015: 38.9, 2016: 41.2, 2017: 39.3, 2018: 36.2, 2019: 30.5, 2020: 20.7, 2021: 24.9, 2022: 25.9, 2023: 19.1, 2024: 17.7",,41.2,harbourside (DT),Yes,-290548.152178807,6702096.20398506
1306,295,Lamppost   16 Ashley Road St. Pauls,2016,12,"2010: 58.8, 2011: 60.7, 2012: 57.8, 2013: 57.2, 2014: 58.6, 2015: 63.3, 2016: 55.7, 2017: 65.1, 2018: 59.6, 2019: 48.1, 2020: 37.2, 2021: 44.5, 2022: 41, 2023: 34, 2024: 34.8",,55.7,Post Stage Four,Yes,-287033.740015952,6704208.4476767
1307,495,On green fence surrounding Western Power substation (?) adjacent to No.1 Dorian Road,2016,10,"2015: 21.7, 2016: 25.8, 2017: 24.8",,25.8,Horfield Roadside,No,-287969.961992111,6709062.72972397
1308,254,Merchants Road Hotwells,2016,12,"2010: 47.1, 2011: 55.6, 2012: 55.3, 2013: 53.2, 2014: 51.5, 2015: 54.4, 2016: 51.8, 2017: 52.2, 2018: 49.4, 2019: 40.5, 2020: 31.1, 2021: 34.6, 2022: 33, 2023: 24.7, 2024: 23.9",,51.8,Roadside Stage 4 (DT),Yes,-291486.964634959,6701142.24890875
1309,263,Gatton Road,2016,12,"2010: 43.1, 2011: 38.5, 2012: 35.7, 2013: 35, 2014: 33.9, 2015: 33.6, 2016: 33.6, 2017: 33.5",,33.6,Roadside Stage 4 (DT),No,-286346.675872253,6704467.7269175
1310,469,Lamppost corner park avenue,2016,12,"2010: 46.2, 2011: 40.4, 2012: 39.4, 2013: 38.5, 2014: 35.8, 2015: 35.3, 2016: 39.2, 2017: 34.6, 2018: 36.2, 2019: 27.4, 2020: 23.4",,39.2,USA 2009,No,-287688.258760981,6699061.74717359
1311,423,facade BRI children's,2016,12,"2010: 53, 2011: 53.2, 2012: 50.9, 2013: 46.3, 2014: 41.8, 2015: 44.4, 2016: 43.5, 2017: 45, 2018: 42.3, 2019: 35.2, 2020: 27.3, 2021: 29.5, 2022: 29.1, 2023: 22.2, 2024: 20.9",,43.5,Post DA Facades,Yes,-289088.725742146,6702699.40590324
1312,429,facade villiers road stapleton road junction,2016,11,"2010: 60.3, 2011: 57.8, 2012: 57.3, 2013: 60.6, 2014: 54.7, 2015: 50.4, 2016: 52.1, 2017: 47.8, 2018: 46.8, 2019: 41.2, 2020: 38.8, 2021: 36.4, 2022: 35.5, 2023: 38, 2024: 35.3",,52.1,Post DA Facades,Yes,-286116.033413056,6703865.40916925
1313,398,Avonmouth Rd No 31 on facia,2016,12,"2010: 40.1, 2011: 34.9, 2012: 31.8, 2013: 34, 2014: 31.9, 2015: 30.1, 2016: 31.8, 2017: 31.2",,31.8,Post DA Facades,No,-298961.49662735,6709542.48396699
1314,417,St John's Lane No 26 lamppost 15 (just past roundabout),2016,12,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7, 2024: 20.9",,43.4,Post DA Facades,Yes,-287442.243890537,6699543.83315549
1315,479,cycle sign lamppost,2016,12,"2010: 34.8, 2011: 32.6, 2012: 33.4, 2013: 33, 2014: 32.2, 2015: 31.5, 2016: 30.3, 2017: 30.1",,30.3,Callington Road,No,-283775.919971872,6698013.1334356
1316,488,Junction 3 Easton Way,2016,11,"2013: 49.8, 2014: 40.1, 2015: 42.7, 2016: 42.5, 2017: 39.8",,42.5,JCT3,No,-286565.52996909,6704173.58231094
1317,486,Barracks's Lane - Telegraph Pole No 6. End of Lane Left Hand Side,2016,11,"2012: 41.5, 2013: 38.2, 2014: 36.6, 2015: 40.8, 2016: 41.7, 2017: 39.2",,41.7,Avonmouth Road,No,-298508.50916054,6709803.9731087
1318,422,North St/Langton Park T junction,2016,10,"2010: 43.4, 2011: 41.2, 2012: 39.8, 2013: 39, 2014: 34.1, 2015: 35, 2016: 39.4, 2017: 36.5, 2018: 34.1, 2019: 27.4, 2020: 23.4",,39.4,Post DA Facades,No,-289793.129417391,6699704.60992124
1319,413,Wells Rd bus lane sign just below junction with Knowle Rd,2016,12,"2010: 52.2, 2011: 47.1, 2012: 41.4, 2013: 43.7, 2014: 38.4, 2015: 39.3, 2016: 40, 2017: 38.7, 2018: 37.6, 2019: 31.2, 2020: 25.5, 2021: 27.4, 2022: 27.2, 2023: 23.5, 2024: 22.5",,40,Post DA Facades,Yes,-286790.024426925,6699701.55784787
1320,406,Whitehall Rd lamppost 17 nr juction with Chalks Rd,2016,12,"2010: 48.1, 2011: 37.5, 2012: 36.5, 2013: 36.5, 2014: 34.9, 2015: 35.4, 2016: 36.2, 2017: 38.9, 2018: 38.5, 2019: 31, 2020: 26.6, 2021: 29.3, 2022: 29.6, 2023: 24.2, 2024: 23.2",,36.2,Post DA Facades,Yes,-284362.720936092,6703411.38989974
1321,307,Lamppost     Glenfrome Road \ Muller Road Horfield,2016,10,"2010: 46.6, 2011: 41.5, 2012: 39.5, 2013: 39.8, 2014: 38.4, 2015: 36.6, 2016: 37.4, 2017: 32.6, 2018: 37.3, 2019: 30.7, 2020: 24.6, 2021: 27.5, 2022: 26.8, 2023: 24.5, 2024: 21.6",,37.4,Post Stage Four,Yes,-285709.878701319,6705846.59411472
1322,163,Strathmore Road,2016,12,"2010: 44.8, 2011: 38.3, 2012: 38.8, 2013: 43, 2014: 39.1, 2015: 37, 2016: 39.7, 2017: 38, 2018: 36.6, 2019: 30.8, 2020: 24.5, 2021: 27.4, 2022: 27.2, 2023: 27.2, 2024: 25.7",,39.7,gloucester road showcase route (DT),Yes,-287828.657779616,6707832.48413925
1323,159,Cromwell Road,2016,12,"2010: 53.6, 2011: 48.9, 2012: 49.7, 2013: 49, 2014: 44.5, 2015: 44.1, 2016: 44.8, 2017: 42, 2018: 43.3, 2019: 35.8, 2020: 28.5, 2021: 31.9, 2022: 32.1, 2023: 28.9, 2024: 28.2",,44.8,gloucester road showcase route (DT),Yes,-288675.219320107,6704666.05891095
1324,11,Whitefriars,2016,10,"2010: 60.8, 2011: 56.1, 2012: 53.2, 2013: 56.3, 2014: 48.8, 2015: 51.4, 2016: 51.7, 2017: 49.2, 2018: 48.1, 2019: 41.1, 2020: 31.1, 2021: 35, 2022: 35.3, 2023: 29.6, 2024: 29.4",,51.7,Roadside (DT),Yes,-288783.750004099,6702631.21072234
1325,9,B.R.I.,2016,12,"2010: 65.4, 2011: 58, 2012: 52, 2013: 54, 2014: 49.3, 2015: 48, 2016: 48.8, 2017: 46.5, 2018: 44.7, 2019: 37.8, 2020: 31.7, 2021: 39.3, 2022: 36, 2023: 27.8",,48.8,Roadside (DT),No,-288920.3727828,6702882.30805318
1326,3,Blackboy Hill,2016,12,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7, 2024: 29",,37.6,Roadside (DT),Yes,-290988.19933068,6704714.42467723
1327,490,Avon School Barrack's Lane,2016,12,"2014: 29.1, 2015: 31.9, 2016: 32.4, 2017: 31, 2018: 26.8, 2019: 22.4, 2020: 18.6",,32.4,Avonmouth Road,No,-298669.251790211,6709500.2063584
1328,489,Avonmouth Road Outside No 12,2016,12,"2014: 34.5, 2015: 36.9, 2016: 38.6, 2017: 37.7, 2018: 35.5, 2019: 28.6, 2020: 22.8",,38.6,Avonmouth Road,No,-298747.205725735,6709433.55872731
